Chromosome/scaffold name	Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)
3	ENSG00000169064	ENSG00000169064.13	167239843	167407874
2	ENSG00000236667	ENSG00000236667.1	180938830	180939298
2	ENSG00000260163	ENSG00000260163.1	127025211	127029686
2	ENSG00000233494	ENSG00000233494.1	107902997	107903134
2	ENSG00000237194	ENSG00000237194.1	209808804	209809580
2	ENSG00000213958	ENSG00000213958.2	181961212	181962478
2	ENSG00000055044	ENSG00000055044.11	202265736	202303661
14	ENSG00000272158	ENSG00000272158.1	65003325	65003767
11	ENSG00000182919	ENSG00000182919.15	93741591	93764749
9	ENSG00000196363	ENSG00000196363.10	134135365	134159968
14	ENSG00000125952	ENSG00000125952.20	65006174	65102695
12	ENSG00000111676	ENSG00000111676.15	6924463	6942321
19	ENSG00000273189	ENSG00000273189.1	49474586	49487637
19	ENSG00000201675	ENSG00000201675.1	49489965	49490048
10	ENSG00000075826	ENSG00000075826.17	100486646	100519864
19	ENSG00000199631	ENSG00000199631.1	49490615	49490699
19	ENSG00000202503	ENSG00000202503.1	49490904	49490974
19	ENSG00000200259	ENSG00000200259.1	49491175	49491260
19	ENSG00000142534	ENSG00000142534.7	49496365	49499708
17	ENSG00000231096	ENSG00000231096.1	19840126	19840515
17	ENSG00000279251	ENSG00000279251.1	19855747	19856164
17	ENSG00000276406	ENSG00000276406.1	19868568	19868689
17	ENSG00000270091	ENSG00000270091.1	19896590	19897287
17	ENSG00000285785	ENSG00000285785.1	57196081	57213300
17	ENSG00000286732	ENSG00000286732.1	57253236	57255855
17	ENSG00000279555	ENSG00000279555.1	57277920	57280017
17	ENSG00000279281	ENSG00000279281.1	57448218	57450291
17	ENSG00000266100	ENSG00000266100.1	57522248	57523597
9	ENSG00000119397	ENSG00000119397.18	121074753	121177610
17	ENSG00000280028	ENSG00000280028.1	57531769	57532355
17	ENSG00000263499	ENSG00000263499.1	57600856	57608412
1	ENSG00000215861	ENSG00000215861.6	149197992	149321732
17	ENSG00000242889	ENSG00000242889.3	57618108	57618393
17	ENSG00000238447	ENSG00000238447.1	57685529	57685592
6	ENSG00000236823	ENSG00000236823.2	159890988	159902510
17	ENSG00000166329	ENSG00000166329.3	57744495	57745299
6	ENSG00000130368	ENSG00000130368.7	159890988	159917447
17	ENSG00000265542	ENSG00000265542.5	57771946	57834749
17	ENSG00000222976	ENSG00000222976.1	57789449	57789732
17	ENSG00000181610	ENSG00000181610.13	57834781	57850056
6	ENSG00000197081	ENSG00000197081.16	159969082	160113507
19	ENSG00000200530	ENSG00000200530.1	49497720	49497806
19	ENSG00000207782	ENSG00000207782.3	49500785	49500868
19	ENSG00000268681	ENSG00000268681.1	49502432	49502639
17	ENSG00000264914	ENSG00000264914.1	57912333	57922581
19	ENSG00000104870	ENSG00000104870.13	49506816	49526428
17	ENSG00000214860	ENSG00000214860.5	18377778	18389647
12	ENSG00000111678	ENSG00000111678.11	6942978	6946003
1	ENSG00000123843	ENSG00000123843.13	207088860	207099993
17	ENSG00000264177	ENSG00000264177.1	18379855	18388984
17	ENSG00000267441	ENSG00000267441.1	18388871	18389459
12	ENSG00000272173	ENSG00000272173.1	6943508	6944604
17	ENSG00000275206	ENSG00000275206.1	18390153	18390323
17	ENSG00000204471	ENSG00000204471.3	18393480	18400961
12	ENSG00000238923	ENSG00000238923.1	6943816	6943878
12	ENSG00000111679	ENSG00000111679.17	6946468	6961316
17	ENSG00000220161	ENSG00000220161.4	18411159	18414380
17	ENSG00000205266	ENSG00000205266.10	18415728	18425097
15	ENSG00000259274	ENSG00000259274.1	60529973	60545159
15	ENSG00000259513	ENSG00000259513.1	60558080	60558401
15	ENSG00000140527	ENSG00000140527.15	89690811	89743638
17	ENSG00000266162	ENSG00000266162.1	18418195	18418306
17	ENSG00000186831	ENSG00000186831.11	18426861	18431848
2	ENSG00000286868	ENSG00000286868.1	193867722	193868982
2	ENSG00000283940	ENSG00000283940.1	130278036	130278376
2	ENSG00000153246	ENSG00000153246.13	159932006	160062615
6	ENSG00000268257	ENSG00000268257.2	160003291	160007664
6	ENSG00000213073	ENSG00000213073.5	160093423	160093993
6	ENSG00000175003	ENSG00000175003.15	160121815	160158718
17	ENSG00000214856	ENSG00000214856.11	18432051	18442895
9	ENSG00000147896	ENSG00000147896.4	27524290	27526498
9	ENSG00000204136	ENSG00000204136.12	121444991	121499844
1	ENSG00000143167	ENSG00000143167.12	167052836	167166479
3	ENSG00000181458	ENSG00000181458.10	100492619	100577444
9	ENSG00000188959	ENSG00000188959.10	110190048	110208159
17	ENSG00000229526	ENSG00000229526.2	18450244	18475920
17	ENSG00000227919	ENSG00000227919.1	18452955	18453062
17	ENSG00000267492	ENSG00000267492.1	18453574	18453739
17	ENSG00000230662	ENSG00000230662.1	18460391	18463055
9	ENSG00000184709	ENSG00000184709.7	137168758	137170051
19	ENSG00000142552	ENSG00000142552.8	49528003	49546962
17	ENSG00000171916	ENSG00000171916.17	18476737	18494945
9	ENSG00000095203	ENSG00000095203.15	109171974	109321059
14	ENSG00000266531	ENSG00000266531.1	65044688	65044769
14	ENSG00000259118	ENSG00000259118.5	65082034	65094212
15	ENSG00000259561	ENSG00000259561.1	89704665	89705415
15	ENSG00000206590	ENSG00000206590.1	89714232	89714338
15	ENSG00000166823	ENSG00000166823.5	89748661	89751310
3	ENSG00000154175	ENSG00000154175.18	100749156	100993515
14	ENSG00000172590	ENSG00000172590.18	22829879	22835037
15	ENSG00000259441	ENSG00000259441.2	89752296	89753493
1	ENSG00000143184	ENSG00000143184.5	168576605	168582069
15	ENSG00000188095	ENSG00000188095.6	89760591	89778754
19	ENSG00000142546	ENSG00000142546.14	49555468	49590262
6	ENSG00000216516	ENSG00000216516.1	160163539	160163755
10	ENSG00000255339	ENSG00000255339.6	100505628	100529881
15	ENSG00000166825	ENSG00000166825.15	89784895	89815401
6	ENSG00000112561	ENSG00000112561.19	41683978	41736259
1	ENSG00000231966	ENSG00000231966.1	179829609	179836124
1	ENSG00000203685	ENSG00000203685.10	226548764	226609230
10	ENSG00000166136	ENSG00000166136.16	100523740	100530000
1	ENSG00000131788	ENSG00000131788.16	145848522	145859836
9	ENSG00000106952	ENSG00000106952.8	114893343	114930595
9	ENSG00000184995	ENSG00000184995.7	21480839	21482313
9	ENSG00000127083	ENSG00000127083.8	92412380	92424471
9	ENSG00000204001	ENSG00000204001.10	136754386	136758543
2	ENSG00000234281	ENSG00000234281.5	210324759	210469246
10	ENSG00000166135	ENSG00000166135.14	100529072	100559998
2	ENSG00000237758	ENSG00000237758.1	230725143	230725403
14	ENSG00000185650	ENSG00000185650.10	68787660	68796253
9	ENSG00000273514	ENSG00000273514.2	41126435	41128681
9	ENSG00000171459	ENSG00000171459.4	122742303	122750783
9	ENSG00000288690	ENSG00000288690.1	64016950	64061612
2	ENSG00000124839	ENSG00000124839.13	237574322	237601614
9	ENSG00000262075	ENSG00000262075.3	136322303	136327323
9	ENSG00000160360	ENSG00000160360.13	136327476	136359605
11	ENSG00000150676	ENSG00000150676.13	85855101	85920021
14	ENSG00000196553	ENSG00000196553.15	66411704	66498677
10	ENSG00000274660	ENSG00000274660.1	100666695	100667009
10	ENSG00000075891	ENSG00000075891.23	100735396	100829944
1	ENSG00000176320	ENSG00000176320.2	158197922	158203877
1	ENSG00000260976	ENSG00000260976.2	184999710	185008789
1	ENSG00000235215	ENSG00000235215.2	59055999	59078116
1	ENSG00000223450	ENSG00000223450.1	180000438	180000808
1	ENSG00000233771	ENSG00000233771.2	223947605	223950416
1	ENSG00000171786	ENSG00000171786.6	160367071	160372846
19	ENSG00000207073	ENSG00000207073.1	49566672	49566772
19	ENSG00000126460	ENSG00000126460.11	49580646	49591004
1	ENSG00000224691	ENSG00000224691.1	186176814	186177302
1	ENSG00000286572	ENSG00000286572.1	204064533	204073965
11	ENSG00000173715	ENSG00000173715.18	66744451	66843516
1	ENSG00000272880	ENSG00000272880.1	181812705	181813261
17	ENSG00000167494	ENSG00000167494.9	18497095	18506313
1	ENSG00000235101	ENSG00000235101.1	160670148	160670979
1	ENSG00000228215	ENSG00000228215.3	191823432	192011260
17	ENSG00000227689	ENSG00000227689.1	18527557	18528461
17	ENSG00000154874	ENSG00000154874.15	18537800	18625617
1	ENSG00000177807	ENSG00000177807.10	159998651	160070160
14	ENSG00000177108	ENSG00000177108.5	77131270	77142734
12	ENSG00000257084	ENSG00000257084.1	6963246	6964447
12	ENSG00000207713	ENSG00000207713.3	6963699	6963766
12	ENSG00000207708	ENSG00000207708.1	6964097	6964191
15	ENSG00000157823	ENSG00000157823.17	89830599	89894638
2	ENSG00000286384	ENSG00000286384.1	124695242	124696530
12	ENSG00000271969	ENSG00000271969.1	6964949	6965382
12	ENSG00000238795	ENSG00000238795.1	6967337	6967606
2	ENSG00000224391	ENSG00000224391.1	216590426	216606938
12	ENSG00000126749	ENSG00000126749.16	6970913	6997428
14	ENSG00000269883	ENSG00000269883.1	77140683	77142996
14	ENSG00000258552	ENSG00000258552.1	77173075	77173652
2	ENSG00000272902	ENSG00000272902.2	101151660	101155412
14	ENSG00000201384	ENSG00000201384.1	77201026	77201140
2	ENSG00000232359	ENSG00000232359.1	150595102	150620067
14	ENSG00000221754	ENSG00000221754.1	77266218	77266290
2	ENSG00000235529	ENSG00000235529.1	235505751	235507566
1	ENSG00000163485	ENSG00000163485.17	203090654	203167405
14	ENSG00000100577	ENSG00000100577.19	77320996	77331597
2	ENSG00000115145	ENSG00000115145.10	152116801	152175763
19	ENSG00000126464	ENSG00000126464.14	49591182	49626439
9	ENSG00000165684	ENSG00000165684.5	136375577	136400170
8	ENSG00000158806	ENSG00000158806.14	22024125	22036897
1	ENSG00000123838	ENSG00000123838.11	207104233	207144972
17	ENSG00000227077	ENSG00000227077.3	18572752	18572961
17	ENSG00000276532	ENSG00000276532.1	18605054	18605356
17	ENSG00000189375	ENSG00000189375.12	18634247	18644427
19	ENSG00000268636	ENSG00000268636.1	49625994	49626439
19	ENSG00000126458	ENSG00000126458.4	49635292	49640143
12	ENSG00000111669	ENSG00000111669.15	6867119	6870948
10	ENSG00000222072	ENSG00000222072.1	100907174	100907280
10	ENSG00000272572	ENSG00000272572.1	100911103	100912739
19	ENSG00000126461	ENSG00000126461.15	49642209	49658642
2	ENSG00000229750	ENSG00000229750.1	175167904	175168522
10	ENSG00000119906	ENSG00000119906.13	100912963	100965134
2	ENSG00000229457	ENSG00000229457.1	107254691	107365873
9	ENSG00000130714	ENSG00000130714.19	131502789	131523806
2	ENSG00000183292	ENSG00000183292.13	130570829	130584161
1	ENSG00000000971	ENSG00000000971.16	196652043	196747504
17	ENSG00000262262	ENSG00000262262.1	18638019	18638370
17	ENSG00000287058	ENSG00000287058.1	18638861	18661950
17	ENSG00000174977	ENSG00000174977.8	18650195	18651542
17	ENSG00000224126	ENSG00000224126.2	18677261	18677757
17	ENSG00000265693	ENSG00000265693.1	18704640	18704769
17	ENSG00000171931	ENSG00000171931.13	18744026	18779349
5	ENSG00000184347	ENSG00000184347.15	168661733	169301139
2	ENSG00000023228	ENSG00000023228.14	206114817	206159509
15	ENSG00000250021	ENSG00000250021.7	89834308	89912882
19	ENSG00000126456	ENSG00000126456.16	49659569	49665875
11	ENSG00000120458	ENSG00000120458.13	124766498	124800706
8	ENSG00000158815	ENSG00000158815.11	22042398	22048809
6	ENSG00000112539	ENSG00000112539.15	165279664	165309605
12	ENSG00000204842	ENSG00000204842.18	111443485	111599676
15	ENSG00000264966	ENSG00000264966.1	89850637	89850721
15	ENSG00000259677	ENSG00000259677.1	89876540	89877285
15	ENSG00000264796	ENSG00000264796.1	89883931	89884030
15	ENSG00000212420	ENSG00000212420.1	89886485	89886591
15	ENSG00000242498	ENSG00000242498.8	89895006	89912952
11	ENSG00000174996	ENSG00000174996.12	66257294	66267860
6	ENSG00000199523	ENSG00000199523.1	165409562	165409676
6	ENSG00000206681	ENSG00000206681.1	165718235	165718338
6	ENSG00000236627	ENSG00000236627.1	165754189	165775780
6	ENSG00000223942	ENSG00000223942.2	165773056	165775221
6	ENSG00000204386	ENSG00000204386.12	31857659	31862905
10	ENSG00000273476	ENSG00000273476.1	100967688	100968135
10	ENSG00000055950	ENSG00000055950.16	100969458	100987515
15	ENSG00000252645	ENSG00000252645.1	89897576	89897637
15	ENSG00000259273	ENSG00000259273.1	89936492	89937005
8	ENSG00000158856	ENSG00000158856.18	22048995	22082527
15	ENSG00000280377	ENSG00000280377.1	89950760	89951345
17	ENSG00000171928	ENSG00000171928.14	18781111	18806714
15	ENSG00000182718	ENSG00000182718.18	60347134	60402883
1	ENSG00000233626	ENSG00000233626.2	211936249	211936634
1	ENSG00000185495	ENSG00000185495.10	223992743	224010612
14	ENSG00000100580	ENSG00000100580.8	77335029	77377094
1	ENSG00000233691	ENSG00000233691.2	160935537	160936126
6	ENSG00000288646	ENSG00000288646.1	53065602	53065673
1	ENSG00000283518	ENSG00000283518.1	214051194	214187773
1	ENSG00000118200	ENSG00000118200.14	200739558	200860704
6	ENSG00000135316	ENSG00000135316.19	85607779	85644063
14	ENSG00000258510	ENSG00000258510.2	77359423	77359916
14	ENSG00000100583	ENSG00000100583.4	77376689	77391497
14	ENSG00000183828	ENSG00000183828.15	105172938	105181323
17	ENSG00000265478	ENSG00000265478.2	18809956	18810940
10	ENSG00000095539	ENSG00000095539.15	100969518	100985871
17	ENSG00000250111	ENSG00000250111.3	18835707	18842364
17	ENSG00000274747	ENSG00000274747.1	18840618	18840920
17	ENSG00000264273	ENSG00000264273.1	18859354	18861466
17	ENSG00000233327	ENSG00000233327.11	18511262	18521252
7	ENSG00000232415	ENSG00000232415.1	74059576	74062284
17	ENSG00000273018	ENSG00000273018.7	18511221	18551705
7	ENSG00000106683	ENSG00000106683.15	74082933	74122525
14	ENSG00000185024	ENSG00000185024.17	105209286	105315589
5	ENSG00000152422	ENSG00000152422.16	83077498	83353787
3	ENSG00000239523	ENSG00000239523.6	123585300	123644568
3	ENSG00000065534	ENSG00000065534.19	123610049	123884332
17	ENSG00000201489	ENSG00000201489.1	7537096	7537196
17	ENSG00000239697	ENSG00000239697.11	7549058	7557890
11	ENSG00000175274	ENSG00000175274.19	44885903	44951306
5	ENSG00000132842	ENSG00000132842.14	78002326	78294698
1	ENSG00000271527	ENSG00000271527.1	165941235	165941769
16	ENSG00000273551	ENSG00000273551.1	1148224	1148754
16	ENSG00000196557	ENSG00000196557.13	1153106	1221771
17	ENSG00000248871	ENSG00000248871.1	7549099	7561601
1	ENSG00000143228	ENSG00000143228.13	163266576	163355764
7	ENSG00000207741	ENSG00000207741.1	74191198	74191294
7	ENSG00000105819	ENSG00000105819.14	103297435	103329511
17	ENSG00000276384	ENSG00000276384.1	7557820	7558245
17	ENSG00000161956	ENSG00000161956.13	7561919	7571969
10	ENSG00000207551	ENSG00000207551.1	100974985	100975084
10	ENSG00000236662	ENSG00000236662.1	100980507	100985614
10	ENSG00000107815	ENSG00000107815.10	100987367	100994403
3	ENSG00000250174	ENSG00000250174.5	123689644	123692407
3	ENSG00000273123	ENSG00000273123.1	123715851	123716399
3	ENSG00000207002	ENSG00000207002.1	123814077	123814207
3	ENSG00000065371	ENSG00000065371.17	123968521	123992178
11	ENSG00000064199	ENSG00000064199.7	124673844	124697518
3	ENSG00000266383	ENSG00000266383.1	124132929	124133025
3	ENSG00000240622	ENSG00000240622.1	124151960	124153063
3	ENSG00000075785	ENSG00000075785.14	128693669	128825942
11	ENSG00000166833	ENSG00000166833.22	19350724	20121601
10	ENSG00000107816	ENSG00000107816.17	100996618	101007836
7	ENSG00000161057	ENSG00000161057.13	103328570	103370346
3	ENSG00000272166	ENSG00000272166.1	25555543	25555606
3	ENSG00000275227	ENSG00000275227.1	25618132	25618312
3	ENSG00000283971	ENSG00000283971.1	25664873	25664939
3	ENSG00000238225	ENSG00000238225.1	25686896	25687123
17	ENSG00000277957	ENSG00000277957.1	7563287	7578715
5	ENSG00000113231	ENSG00000113231.14	77210449	77428256
3	ENSG00000151092	ENSG00000151092.18	25718944	25790039
17	ENSG00000264772	ENSG00000264772.6	7572826	7582024
17	ENSG00000209582	ENSG00000209582.1	7574713	7574847
17	ENSG00000238917	ENSG00000238917.1	7576811	7576952
17	ENSG00000277985	ENSG00000277985.1	7577955	7578091
17	ENSG00000129226	ENSG00000129226.14	7579491	7582111
10	ENSG00000186862	ENSG00000186862.20	101007679	101032295
17	ENSG00000233223	ENSG00000233223.3	7581964	7584086
2	ENSG00000225449	ENSG00000225449.3	129966592	129980466
1	ENSG00000235827	ENSG00000235827.2	227506182	227508292
1	ENSG00000231615	ENSG00000231615.2	173362397	173363733
7	ENSG00000182165	ENSG00000182165.18	87322943	87345528
1	ENSG00000231714	ENSG00000231714.1	194350943	194352426
1	ENSG00000174514	ENSG00000174514.13	205568885	205602918
17	ENSG00000129255	ENSG00000129255.16	7583529	7592789
2	ENSG00000144452	ENSG00000144452.15	214931542	215138626
10	ENSG00000107819	ENSG00000107819.13	101031234	101041244
7	ENSG00000273623	ENSG00000273623.1	87345082	87345233
7	ENSG00000276185	ENSG00000276185.1	87345305	87345486
7	ENSG00000005469	ENSG00000005469.12	87345664	87399794
6	ENSG00000218475	ENSG00000218475.2	101430411	101431553
6	ENSG00000287397	ENSG00000287397.1	101452917	101454245
10	ENSG00000273162	ENSG00000273162.1	101060029	101061005
6	ENSG00000218536	ENSG00000218536.1	102078872	102079555
6	ENSG00000285858	ENSG00000285858.1	163705937	163714306
10	ENSG00000107821	ENSG00000107821.15	101061989	101068131
6	ENSG00000266128	ENSG00000266128.2	163840561	163840852
6	ENSG00000286573	ENSG00000286573.1	163956299	163960187
6	ENSG00000260422	ENSG00000260422.1	164084023	164085661
6	ENSG00000230627	ENSG00000230627.1	164108620	164109694
6	ENSG00000288584	ENSG00000288584.1	164148022	164152175
6	ENSG00000288648	ENSG00000288648.1	164228331	164231610
6	ENSG00000226577	ENSG00000226577.1	30414715	30419319
6	ENSG00000286301	ENSG00000286301.1	30451139	30456212
6	ENSG00000229068	ENSG00000229068.1	30466452	30467994
6	ENSG00000224936	ENSG00000224936.1	30468882	30470251
6	ENSG00000236603	ENSG00000236603.2	30485940	30486590
6	ENSG00000204592	ENSG00000204592.9	30489509	30494194
10	ENSG00000232110	ENSG00000232110.9	89283636	89292125
1	ENSG00000143178	ENSG00000143178.13	168280877	168314426
10	ENSG00000119922	ENSG00000119922.11	89283694	89309271
14	ENSG00000258500	ENSG00000258500.2	100480952	100481274
10	ENSG00000275036	ENSG00000275036.1	28289258	28289350
10	ENSG00000282996	ENSG00000282996.1	28303300	28307658
10	ENSG00000237746	ENSG00000237746.1	28338554	28340942
14	ENSG00000253075	ENSG00000253075.1	100487544	100487787
10	ENSG00000222666	ENSG00000222666.2	28408039	28408251
10	ENSG00000237128	ENSG00000237128.1	28433008	28495813
10	ENSG00000224439	ENSG00000224439.2	28436201	28437078
14	ENSG00000183092	ENSG00000183092.17	100537147	100587413
10	ENSG00000222705	ENSG00000222705.1	28442575	28442896
10	ENSG00000254635	ENSG00000254635.6	28522652	28533066
19	ENSG00000274306	ENSG00000274306.1	49682117	49682195
19	ENSG00000224420	ENSG00000224420.3	49688664	49690575
9	ENSG00000165643	ENSG00000165643.11	135693407	135704498
19	ENSG00000268677	ENSG00000268677.1	49688853	49690573
1	ENSG00000162409	ENSG00000162409.11	56645314	56715335
10	ENSG00000095787	ENSG00000095787.24	28532493	28623112
19	ENSG00000169169	ENSG00000169169.15	49690898	49713731
9	ENSG00000107147	ENSG00000107147.14	135702185	135795508
6	ENSG00000235781	ENSG00000235781.1	30516266	30519217
6	ENSG00000204576	ENSG00000204576.12	30557280	30563723
1	ENSG00000224837	ENSG00000224837.1	168055901	168056422
1	ENSG00000231547	ENSG00000231547.1	202999738	203000352
1	ENSG00000116833	ENSG00000116833.14	200027614	200177420
14	ENSG00000259031	ENSG00000259031.1	100538939	100540409
14	ENSG00000258576	ENSG00000258576.1	100587775	100589326
14	ENSG00000197358	ENSG00000197358.9	28264390	28265974
14	ENSG00000257869	ENSG00000257869.1	28318141	28418612
14	ENSG00000240179	ENSG00000240179.1	28489910	28490362
14	ENSG00000258038	ENSG00000258038.6	28829881	28968400
3	ENSG00000213872	ENSG00000213872.3	25749488	25749896
8	ENSG00000158863	ENSG00000158863.22	22089150	22104911
6	ENSG00000216101	ENSG00000216101.3	30584332	30584417
3	ENSG00000213871	ENSG00000213871.3	25754925	25755670
6	ENSG00000204569	ENSG00000204569.10	30600413	30618612
3	ENSG00000151093	ENSG00000151093.8	25782917	25794534
7	ENSG00000005471	ENSG00000005471.19	87401696	87480435
14	ENSG00000257523	ENSG00000257523.3	28875404	29064993
